athlete_id,name,DOB,Height(cm),Weight(kg),Year,Type,Sport,Event,NOC,Team,Medal,Region,Bronze,Gold,Silver
1880457,BEAUMONT Maxime,23-04-1982,0,0,2024,Summer,Canoeing,Men's Kayak Single 1000m,FRA,,,France,FALSE,FALSE,FALSE
1880464,CASTRYCK Titouan,28-08-2004,0,0,2024,Summer,Canoeing,"Men's Kayak Single"", ""Men's Kayak Cross",FRA,,,France,FALSE,FALSE,FALSE
1880467,DORANGE Eugenie,09-06-1998,0,0,2024,Summer,Canoeing,"Women's Canoe Single 200m"", ""Women's Canoe Double 500m",FRA,,,France,FALSE,FALSE,FALSE
1880471,DELASSUS Marjorie,26-03-1998,0,0,2024,Summer,Canoeing,Women's Canoe Single,FRA,,,France,FALSE,FALSE,FALSE
1880479,GESTIN Nicolas,14-03-2000,0,0,2024,Summer,Canoeing,Men's Canoe Single,FRA,,Gold,France,FALSE,TRUE,FALSE
1880481,HOSTENS Manon,07-06-1994,0,0,2024,Summer,Canoeing,"Women's Kayak Single 500m"", ""Women's Kayak Double 500m",FRA,,,France,FALSE,FALSE,FALSE
1880483,HUG Angele,30-07-2000,0,0,2024,Summer,Canoeing,Women's Kayak Cross,FRA,,Silver,France,FALSE,FALSE,TRUE
1880494,LEONARD Loic,04-01-1996,0,0,2024,Summer,Canoeing,Men's Canoe Double 500m,FRA,,,France,FALSE,FALSE,FALSE
1880501,NEVEU Boris,12-04-1986,0,0,2024,Summer,Canoeing,Men's Kayak Cross,FRA,,,France,FALSE,FALSE,FALSE
1880502,PAOLETTI Vanina,10-12-1997,0,0,2024,Summer,Canoeing,Women's Kayak Double 500m,FRA,,,France,FALSE,FALSE,FALSE
1880504,PRIGENT Camille,18-12-1997,0,0,2024,Summer,Canoeing,"Women's Kayak Single"", ""Women's Kayak Cross",FRA,,,France,FALSE,FALSE,FALSE
1880507,RENARD Axelle,09-09-2002,0,0,2024,Summer,Canoeing,Women's Canoe Double 500m,FRA,,,France,FALSE,FALSE,FALSE
1880542,IKROMOVA Takhmina,06-08-2004,0,0,2024,Summer,Gymnastics,Individual All-Around,UZB,,,Uzbekistan,FALSE,FALSE,FALSE
1880547,PAULO Manuela,04-08-2001,0,0,2024,Summer,Sailing,Mixed Dinghy,ANG,,,Angola,FALSE,FALSE,FALSE
1880548,MAMEDOVA Amaliya,29-08-2008,0,0,2024,Summer,Gymnastics,Group All-Around,UZB,,,Uzbekistan,FALSE,FALSE,FALSE
1880549,SADYKOVA Irodakhon,05-09-2007,0,0,2024,Summer,Gymnastics,Group All-Around,UZB,,,Uzbekistan,FALSE,FALSE,FALSE
1880551,IBRAGIMOVA Shakhzoda,24-11-2002,0,0,2024,Summer,Gymnastics,Group All-Around,UZB,,,Uzbekistan,FALSE,FALSE,FALSE
1880553,ATALYANTS Evelina,01-07-2007,0,0,2024,Summer,Gymnastics,Group All-Around,UZB,,,Uzbekistan,FALSE,FALSE,FALSE
1880556,MONTINHO Matias,15-07-1990,0,0,2024,Summer,Sailing,Mixed Dinghy,ANG,,,Angola,FALSE,FALSE,FALSE
1880558,ISKHOKZODA Mumtozabonu,31-12-2005,0,0,2024,Summer,Gymnastics,Group All-Around,UZB,,,Uzbekistan,FALSE,FALSE,FALSE
1880564,POPP Alexandra,06-04-1991,174,0,2024,Summer,Football,Women,GER,Germany,Bronze,Germany,TRUE,FALSE,FALSE
1880565,DOORSOUN Sara,17-11-1991,170,0,2024,Summer,Football,Women,GER,Germany,Bronze,Germany,TRUE,FALSE,FALSE
1880566,HENDRICH Kathrin,06-04-1992,172,0,2024,Summer,Football,Women,GER,Germany,Bronze,Germany,TRUE,FALSE,FALSE
1880571,RAUCH Felicitas,30-04-1996,170,0,2024,Summer,Football,Women,GER,Germany,Bronze,Germany,TRUE,FALSE,FALSE
1880572,SCHUELLER Lea,12-11-1997,174,0,2024,Summer,Football,Women,GER,Germany,Bronze,Germany,TRUE,FALSE,FALSE
1880573,FREIGANG Laura,01-02-1998,171,0,2024,Summer,Football,Women,GER,Germany,Bronze,Germany,TRUE,FALSE,FALSE
1880574,MINGE Janina,11-06-1999,171,0,2024,Summer,Football,Women,GER,Germany,Bronze,Germany,TRUE,FALSE,FALSE
1880575,GWINN Giulia,02-07-1999,171,0,2024,Summer,Football,Women,GER,Germany,Bronze,Germany,TRUE,FALSE,FALSE
1880576,LINDER Sarai,26-10-1999,174,0,2024,Summer,Football,Women,GER,Germany,Bronze,Germany,TRUE,FALSE,FALSE
1880578,ANYOMI Nicole,10-02-2000,169,0,2024,Summer,Football,Women,GER,Germany,Bronze,Germany,TRUE,FALSE,FALSE
1880581,LOHMANN Sydney,19-06-2000,165,0,2024,Summer,Football,Women,GER,Germany,Bronze,Germany,TRUE,FALSE,FALSE
1880583,BUEHL Klara,07-12-2000,174,0,2024,Summer,Football,Women,GER,Germany,Bronze,Germany,TRUE,FALSE,FALSE
1880584,NUESKEN Sjoeke,22-01-2001,174,0,2024,Summer,Football,Women,GER,Germany,Bronze,Germany,TRUE,FALSE,FALSE
1880591,FROHMS Merle,28-01-1995,174,0,2024,Summer,Football,Women,GER,Germany,Bronze,Germany,TRUE,FALSE,FALSE
1880592,BRAND Jule,16-10-2002,177,0,2024,Summer,Football,Women,GER,Germany,Bronze,Germany,TRUE,FALSE,FALSE
1880595,HEGERING Marina,17-04-1990,171,0,2024,Summer,Football,Women,GER,Germany,Bronze,Germany,TRUE,FALSE,FALSE
1880602,BERGER Ann-Katrin,09-10-1990,180,0,2024,Summer,Football,Women,GER,Germany,Bronze,Germany,TRUE,FALSE,FALSE
1880606,SCHULZE SOLANO Bibiane,12-11-1998,174,0,2024,Summer,Football,Women,GER,Germany,Bronze,Germany,TRUE,FALSE,FALSE
1880609,SENSS Elisa,01-10-1997,161,0,2024,Summer,Football,Women,GER,Germany,Bronze,Germany,TRUE,FALSE,FALSE
1880610,ENDEMANN Vivien,07-08-2001,171,0,2024,Summer,Football,Women,GER,Germany,Bronze,Germany,TRUE,FALSE,FALSE
1880728,FRASER-PRYCE Shelly-Ann,27-12-1986,152,0,2024,Summer,Athletics,Women's 100m,JAM,,,Jamaica,FALSE,FALSE,FALSE
1880735,RIVERA Alondra,19-07-2001,0,0,2024,Summer,Archery,Women's Individual,PUR,,,Puerto Rico,FALSE,FALSE,FALSE
1887539,TICAS Oscar,28-03-1987,0,0,2024,Summer,Archery,Men's Individual,ESA,,,El Salvador,FALSE,FALSE,FALSE
1887548,YOUNG David,23-03-2005,0,0,2024,Summer,Swimming,Men's 50m Freestyle,FIJ,,,Fiji,FALSE,FALSE,FALSE
1887569,CHAN Hao-Ching,19-09-1993,180,0,2024,Summer,Tennis,Women's Doubles,TPE,,,Chinese Taipei,FALSE,FALSE,FALSE
1887571,CHAN Latisha,17-08-1989,170,0,2024,Summer,Tennis,Women's Doubles,TPE,,,Chinese Taipei,FALSE,FALSE,FALSE
1887572,HSIEH Su-Wei,04-01-1986,172,0,2024,Summer,Tennis,Women's Doubles,TPE,,,Chinese Taipei,FALSE,FALSE,FALSE
1887600,del TORO CARVAJAL Maylin,22-10-1994,0,0,2024,Summer,Judo,Women -63 kg,CUB,,,Cuba,FALSE,FALSE,FALSE
1887611,ORTIZ Idalys,27-09-1989,0,0,2024,Summer,Judo,Women +78 kg,CUB,,,Cuba,FALSE,FALSE,FALSE
1887621,TAITINGFONG Raina,30-11-1992,0,0,2024,Summer,Canoeing,"Women's Canoe Single 200m"", ""Women's Kayak Single 500m",GUM,,,Guam,FALSE,FALSE,FALSE
1887623,SILVA MORALES Ivan Felipe,08-02-1996,0,0,2024,Summer,Judo,Men -90 kg,CUB,,,Cuba,FALSE,FALSE,FALSE
1887624,MLUGU Andrew Thomas,12-11-1995,0,0,2024,Summer,Judo,Men -73 kg,TAN,,,Tanzania,FALSE,FALSE,FALSE
1887646,ERDEM DUNDAR Eda,22-06-1987,188,0,2024,Summer,Volleyball,Women,TUR,,,Türkiye,FALSE,FALSE,FALSE
1887714,RASHITOV Ulugbek,23-03-2002,0,0,2024,Summer,Taekwondo,Men -68kg,UZB,,Gold,Uzbekistan,FALSE,TRUE,FALSE
1887744,JAYSUNOV Jasurbek,19-04-2002,0,0,2024,Summer,Taekwondo,Men -80kg,UZB,,,Uzbekistan,FALSE,FALSE,FALSE
1887748,WANG Kuan-Hung,23-01-2002,0,0,2024,Summer,Swimming,Men's 200m Butterfly,TPE,,,Chinese Taipei,FALSE,FALSE,FALSE
1887755,BATBAYAR Enkhtamir,27-09-2004,0,0,2024,Summer,Swimming,Men's 100m Freestyle,MGL,,,Mongolia,FALSE,FALSE,FALSE
1887756,RAFALOVICH Nikita,10-10-1993,0,0,2024,Summer,Taekwondo,Men +80kg,UZB,,,Uzbekistan,FALSE,FALSE,FALSE
1887757,OZBAY Cansu,17-10-1996,179,0,2024,Summer,Volleyball,Women,TUR,,,Türkiye,FALSE,FALSE,FALSE
1887764,SOBIRJONOVA Ozoda,07-12-2002,0,0,2024,Summer,Taekwondo,Women -67kg,UZB,,,Uzbekistan,FALSE,FALSE,FALSE
1887767,THINAAH Muralitharan,03-01-1998,164,0,2024,Summer,Badminton,Women's Doubles,MAS,,,Malaysia,FALSE,FALSE,FALSE
1887768,OSIPOVA Svetlana,03-05-2000,0,0,2024,Summer,Taekwondo,Women +67kg,UZB,,Silver,Uzbekistan,FALSE,FALSE,TRUE
1887771,TOH Ee Wei,18-09-2000,161,0,2024,Summer,Badminton,Mixed Doubles,MAS,,,Malaysia,FALSE,FALSE,FALSE
1887788,AL MARRI Abdullah Mohd,22-06-1984,0,0,2024,Summer,Equestrian,"Jumping Individual', 'Jumping Team",UAE,,,UA Emirates,FALSE,FALSE,FALSE
1887827,AL SUWAIDI Salim Ahmed,22-07-1988,0,0,2024,Summer,Equestrian,"Jumping Individual', 'Jumping Team",UAE,,,UA Emirates,FALSE,FALSE,FALSE
1887840,SAHIN Elif,19-01-2001,184,0,2024,Summer,Volleyball,Women,TUR,,,Türkiye,FALSE,FALSE,FALSE
1887849,MOHD ASRI Nurul Izzah Izzati,11-09-2003,0,0,2024,Summer,Cycling,"Women's Keirin"", ""Women's Sprint",MAS,,,Malaysia,FALSE,FALSE,FALSE
1887938,UCHIDA Misaki,18-03-1998,0,0,2024,Summer,Modern Pentathlon,Women's Individual,JPN,,,Japan,FALSE,FALSE,FALSE
1887939,SATO Taishu,20-10-1993,0,0,2024,Summer,Modern Pentathlon,Men's Individual,JPN,,Silver,Japan,FALSE,FALSE,TRUE
1887942,ORGE Gizem,26-04-1993,172,0,2024,Summer,Volleyball,Women,TUR,,,Türkiye,FALSE,FALSE,FALSE
1887952,OGRETIR Berkay,16-02-1998,0,0,2024,Summer,Swimming,Men's 100m Breaststroke,TUR,,,Türkiye,FALSE,FALSE,FALSE
1887955,TUNCELLI Kuzey,30-08-2007,0,0,2024,Summer,Swimming,"Men's 10km"", ""Men's 1500m Freestyle"", ""Men's 800m Freestyle",TUR,,,Türkiye,FALSE,FALSE,FALSE
1887957,HUANG Hsiao Wen,31-08-1997,177,0,2024,Summer,Boxing,Women's 54kg,TPE,,,Chinese Taipei,FALSE,FALSE,FALSE
1887960,ALBAYRAK Emir Batur,07-06-2007,0,0,2024,Summer,Swimming,"Men's 10km"", ""Men's 1500m Freestyle",TUR,,,Türkiye,FALSE,FALSE,FALSE
1887962,GUNES Zehra,07-07-1999,198,0,2024,Summer,Volleyball,Women,TUR,,,Türkiye,FALSE,FALSE,FALSE
1887963,LIN Yu Ting,13-12-1995,175,0,2024,Summer,Boxing,Women's 57kg,TPE,,Gold,Chinese Taipei,FALSE,TRUE,FALSE
1887964,SAKA Berke,09-07-2003,0,0,2024,Summer,Swimming,"Men's 100m Backstroke"", ""Men's 200m Individual Medley",TUR,,,Türkiye,FALSE,FALSE,FALSE
1887970,WU Shih Yi,27-04-1998,174,0,2024,Summer,Boxing,Women's 60kg,TPE,,Bronze,Chinese Taipei,TRUE,FALSE,FALSE
1887971,MARGHIEV Serghei,06-11-1992,195,0,2024,Summer,Athletics,Men's Hammer Throw,MDA,,,Republic of Moldova,FALSE,FALSE,FALSE
1887975,CHEN Nien Chin,10-05-1997,170,0,2024,Summer,Boxing,Women's 66kg,TPE,,Bronze,Chinese Taipei,TRUE,FALSE,FALSE
1887978,CIOBANU Victor,07-10-1992,0,0,2024,Summer,Wrestling,Men's Greco-Roman 60kg,MDA,,,Republic of Moldova,FALSE,FALSE,FALSE
1887979,KAN Chia Wei,10-01-1998,173,0,2024,Summer,Boxing,Men's 71kg,TPE,,,Chinese Taipei,FALSE,FALSE,FALSE
1887981,LAI Chu En,23-07-1996,169,0,2024,Summer,Boxing,Men's 63.5kg,TPE,,,Chinese Taipei,FALSE,FALSE,FALSE
1887986,MARGHIEVA Zalina,05-02-1988,171,0,2024,Summer,Athletics,Women's Hammer Throw,MDA,,,Republic of Moldova,FALSE,FALSE,FALSE
1887993,MARDARE Andrian,20-06-1995,194,0,2024,Summer,Athletics,Men's Javelin Throw,MDA,,,Republic of Moldova,FALSE,FALSE,FALSE
1887998,PETIC Valentin,18-12-1999,0,0,2024,Summer,Wrestling,Men's Greco-Roman 67kg,MDA,,,Republic of Moldova,FALSE,FALSE,FALSE
1888013,ARICI Beyza,27-07-1995,190,0,2024,Summer,Volleyball,Women,TUR,,,Türkiye,FALSE,FALSE,FALSE
1888021,KALAC Asli,13-12-1995,185,0,2024,Summer,Volleyball,Women,TUR,,,Türkiye,FALSE,FALSE,FALSE
1888025,SHERIF Mayar,05-05-1996,180,0,2024,Summer,Tennis,Women's Singles,EGY,,,Egypt,FALSE,FALSE,FALSE
1888026,LEFTER Radu,31-03-2001,0,0,2024,Summer,Wrestling,Men's Freestyle 97kg,MDA,,,Republic of Moldova,FALSE,FALSE,FALSE
1888047,MARICIC Miran,17-06-1997,0,0,2024,Summer,Shooting,"10m Air Rifle Men', '50m Rifle 3 Positions Men",CRO,,,Croatia,FALSE,FALSE,FALSE
1888062,MIHKELS Madis,31-05-2003,0,0,2024,Summer,Cycling,Men's Road Race,EST,,,Estonia,FALSE,FALSE,FALSE
1888092,SALCUTAN Tatiana,16-04-2001,0,0,2024,Summer,Swimming,Women's 200m Backstroke,MDA,,,Republic of Moldova,FALSE,FALSE,FALSE
1888104,ALOVATKI Pavel,31-10-2003,0,0,2024,Summer,Swimming,Men's 400m Freestyle,MDA,,,Republic of Moldova,FALSE,FALSE,FALSE
1888113,KOURAOGO Iman,09-05-2006,0,0,2024,Summer,Swimming,Women's 50m Freestyle,BUR,,,Burkina Faso,FALSE,FALSE,FALSE
1888124,ELFEKY Amina,01-03-2005,0,0,2024,Summer,Swimming,"Team', 'Duet",EGY,,,Egypt,FALSE,FALSE,FALSE
1888140,MAIGA Ibrahim,12-03-1999,0,0,2024,Summer,Taekwondo,Men -68kg,BUR,,,Burkina Faso,FALSE,FALSE,FALSE
1888156,KITAGAWA Hikaru,10-05-1997,163,0,2024,Summer,Football,Women,JPN,,,Japan,FALSE,FALSE,FALSE
1888158,KOGA Toko,06-01-2006,173,0,2024,Summer,Football,Women,JPN,,,Japan,FALSE,FALSE,FALSE
1888159,TANIKAWA Momoko,07-05-2005,168,0,2024,Summer,Football,Women,JPN,,,Japan,FALSE,FALSE,FALSE
1888160,ISHIKAWA Rion,04-07-2003,172,0,2024,Summer,Football,Women,JPN,,,Japan,FALSE,FALSE,FALSE
1888169,OHBA Shu,11-07-2002,171,0,2024,Summer,Football,Women,JPN,,,Japan,FALSE,FALSE,FALSE
1888170,MORIYA Miyabi,22-08-1996,164,0,2024,Summer,Football,Women,JPN,,,Japan,FALSE,FALSE,FALSE
1888172,CHIBA Remina,30-04-1999,162,0,2024,Summer,Football,Women,JPN,,,Japan,FALSE,FALSE,FALSE
1888173,SEIKE Kiko,08-08-1996,166,0,2024,Summer,Football,Women,JPN,,,Japan,FALSE,FALSE,FALSE
1888174,FUJINO Aoba,27-01-2004,160,0,2024,Summer,Football,Women,JPN,,,Japan,FALSE,FALSE,FALSE
1888175,UEKI Riko,30-07-1999,164,0,2024,Summer,Football,Women,JPN,,,Japan,FALSE,FALSE,FALSE
1888179,HAMANO Maika,09-05-2004,165,0,2024,Summer,Football,Women,JPN,,,Japan,FALSE,FALSE,FALSE
1888181,MIYAZAWA Hinata,28-11-1999,160,0,2024,Summer,Football,Women,JPN,,,Japan,FALSE,FALSE,FALSE
1888182,NAGANO Fuka,09-03-1999,160,0,2024,Summer,Football,Women,JPN,,,Japan,FALSE,FALSE,FALSE
1888184,HIRAO Chika,31-12-1996,173,0,2024,Summer,Football,Women,JPN,,,Japan,FALSE,FALSE,FALSE
1888188,TAKAHASHI Hana,19-02-2000,169,0,2024,Summer,Football,Women,JPN,,,Japan,FALSE,FALSE,FALSE
1888195,HAYASHI Honoka,19-05-1998,157,0,2024,Summer,Football,Women,JPN,,,Japan,FALSE,FALSE,FALSE
1888196,YAMASHITA Ayaka,29-09-1995,170,0,2024,Summer,Football,Women,JPN,,,Japan,FALSE,FALSE,FALSE
1888203,HASEGAWA Yui,29-01-1997,157,0,2024,Summer,Football,Women,JPN,,,Japan,FALSE,FALSE,FALSE
1888209,TANAKA Mina,28-04-1994,164,0,2024,Summer,Football,Women,JPN,,,Japan,FALSE,FALSE,FALSE
1888212,MINAMI Moeka,07-12-1998,172,0,2024,Summer,Football,Women,JPN,,,Japan,FALSE,FALSE,FALSE
1888214,KUMAGAI Saki,17-10-1990,173,0,2024,Summer,Football,Women,JPN,,,Japan,FALSE,FALSE,FALSE
1888219,SHIMIZU Risa,15-06-1996,160,0,2024,Summer,Football,Women,JPN,,,Japan,FALSE,FALSE,FALSE
1888267,CHEN Yi-Tung,27-06-2003,0,0,2024,Summer,Fencing,Men's Foil Individual,TPE,,,Chinese Taipei,FALSE,FALSE,FALSE
1888312,OGAWA Rika,28-07-1994,0,0,2024,Summer,Hockey,Women,JPN,,,Japan,FALSE,FALSE,FALSE
1888314,HASEGAWA Miyu,20-11-2001,0,0,2024,Summer,Hockey,Women,JPN,,,Japan,FALSE,FALSE,FALSE
1888323,KOBAYAKAWA Shiho,12-04-1999,0,0,2024,Summer,Hockey,Women,JPN,,,Japan,FALSE,FALSE,FALSE
1888326,URATA Kana,27-12-1998,0,0,2024,Summer,Hockey,Women,JPN,,,Japan,FALSE,FALSE,FALSE
1888328,NAKAMURA Eika,04-03-1996,0,0,2024,Summer,Hockey,Women,JPN,,,Japan,FALSE,FALSE,FALSE
1888330,TANAKA Saki,18-09-1998,0,0,2024,Summer,Hockey,Women,JPN,,,Japan,FALSE,FALSE,FALSE
1888331,SHIMADA Amiru,23-06-1998,0,0,2024,Summer,Hockey,Women,JPN,,,Japan,FALSE,FALSE,FALSE
1888334,SUZUKI Miyu,08-01-1999,0,0,2024,Summer,Hockey,Women,JPN,,,Japan,FALSE,FALSE,FALSE
1888337,TORIYAMA Mai,13-04-1995,0,0,2024,Summer,Hockey,Women,JPN,,,Japan,FALSE,FALSE,FALSE
1888339,MORI Kanon,01-05-1996,0,0,2024,Summer,Hockey,Women,JPN,,,Japan,FALSE,FALSE,FALSE
1888341,OMOTO Sakurako,19-03-1998,0,0,2024,Summer,Hockey,Women,JPN,,,Japan,FALSE,FALSE,FALSE
1888343,KOZUKA Miki,13-01-1996,0,0,2024,Summer,Hockey,Women,JPN,,,Japan,FALSE,FALSE,FALSE
1888346,OIKAWA Shihori,12-03-1989,0,0,2024,Summer,Hockey,Women,JPN,,,Japan,FALSE,FALSE,FALSE
1888348,ASAI Yu,08-01-1996,0,0,2024,Summer,Hockey,Women,JPN,,,Japan,FALSE,FALSE,FALSE
1888349,NAGAI Hazuki,15-08-1994,0,0,2024,Summer,Hockey,Women,JPN,,,Japan,FALSE,FALSE,FALSE
1888351,NAGAI Yuri,26-05-1992,0,0,2024,Summer,Hockey,Women,JPN,,,Japan,FALSE,FALSE,FALSE
1888365,ABDELBARY Farida,16-08-2006,0,0,2024,Summer,Swimming,"Team', 'Duet",EGY,,,Egypt,FALSE,FALSE,FALSE
1888388,ANASTASSIOU Lucie,10-01-1993,0,0,2024,Summer,Shooting,"Skeet Women', 'Skeet Mixed Team",FRA,,,France,FALSE,FALSE,FALSE
1888389,AUFRERE Romain,18-12-2004,0,0,2024,Summer,Shooting,"10m Air Rifle Men', '50m Rifle 3 Positions Men', '10m Air Rifle Mixed Team",FRA,,,France,FALSE,FALSE,FALSE
1888394,BESSAGUET Clement,29-05-1991,0,0,2024,Summer,Shooting,25m Rapid Fire Pistol Men,FRA,,,France,FALSE,FALSE,FALSE
1888404,CORMENIER Carole,13-02-1990,0,0,2024,Summer,Shooting,Trap Women,FRA,,,France,FALSE,FALSE,FALSE
1888406,COUZY Melanie,19-02-1990,0,0,2024,Summer,Shooting,Trap Women,FRA,,,France,FALSE,FALSE,FALSE
1888409,DELAUNAY Eric,04-12-1987,0,0,2024,Summer,Shooting,"Skeet Men', 'Skeet Mixed Team",FRA,,,France,FALSE,FALSE,FALSE
1888414,FOUQUET Florian,09-11-1992,0,0,2024,Summer,Shooting,"10m Air Pistol Men', '10m Air Pistol Mixed Team",FRA,,,France,FALSE,FALSE,FALSE
1888422,GOMEZ Judith,20-08-1998,0,0,2024,Summer,Shooting,50m Rifle 3 Positions Women,FRA,,,France,FALSE,FALSE,FALSE
1888423,GUERRERO Sebastien,18-07-1987,0,0,2024,Summer,Shooting,Trap Men,FRA,,,France,FALSE,FALSE,FALSE
1888426,HERBULOT Manon,30-03-2007,0,0,2024,Summer,Shooting,"10m Air Rifle Women', '10m Air Rifle Mixed Team",FRA,,,France,FALSE,FALSE,FALSE
1888429,JEDRZEJEWSKI Camille,25-04-2002,0,0,2024,Summer,Shooting,"10m Air Pistol Women', '25m Pistol Women', '10m Air Pistol Mixed Team",FRA,,,France,FALSE,FALSE,FALSE
1888433,KRYZS Lucas Bernard Denis,10-02-2001,0,0,2024,Summer,Shooting,"10m Air Rifle Men', '50m Rifle 3 Positions Men', '10m Air Rifle Mixed Team",FRA,,,France,FALSE,FALSE,FALSE
1888434,LAMOLLE Mathilde,07-04-1997,0,0,2024,Summer,Shooting,25m Pistol Women,FRA,,,France,FALSE,FALSE,FALSE
1888438,MULLER Oceanne,02-01-2003,0,0,2024,Summer,Shooting,"10m Air Rifle Women', '10m Air Rifle Mixed Team",FRA,,,France,FALSE,FALSE,FALSE
1888443,QUIQUAMPOIX Jean,03-11-1995,0,0,2024,Summer,Shooting,25m Rapid Fire Pistol Men,FRA,,,France,FALSE,FALSE,FALSE
1888512,BEZEDE Dimitriana,12-04-1994,174,0,2024,Summer,Athletics,Women's Shot Put,MDA,,,Republic of Moldova,FALSE,FALSE,FALSE
1888688,EMILIANOV Alexandra,19-09-1999,184,0,2024,Summer,Athletics,Women's Discus Throw,MDA,,,Republic of Moldova,FALSE,FALSE,FALSE
1888708,DOLENC Martin,02-05-2000,0,0,2024,Summer,Sailing,Men's Kite,CRO,,,Croatia,FALSE,FALSE,FALSE
1888808,MALDONIS Mindaugas,30-03-1991,0,0,2024,Summer,Canoeing,"Men's Kayak Double 500m"", ""Men's Kayak Four 500m",LTU,,,Lithuania,FALSE,FALSE,FALSE
1888813,VARGAS Melissa Teresa,16-10-1999,194,0,2024,Summer,Volleyball,Women,TUR,,,Türkiye,FALSE,FALSE,FALSE
1888820,OLIJNIK Andrej,16-10-1987,0,0,2024,Summer,Canoeing,"Men's Kayak Single 1000m"", ""Men's Kayak Double 500m",LTU,,,Lithuania,FALSE,FALSE,FALSE
1888821,KARAKURT Ebrar,17-01-2000,195,0,2024,Summer,Volleyball,Women,TUR,,,Türkiye,FALSE,FALSE,FALSE
1888826,NAVAKAUSKAS Ignas,22-09-1989,0,0,2024,Summer,Canoeing,Men's Kayak Four 500m,LTU,,,Lithuania,FALSE,FALSE,FALSE
1888829,BALADIN Hande,01-09-1997,187,0,2024,Summer,Volleyball,Women,TUR,,,Türkiye,FALSE,FALSE,FALSE
1888831,SEJA Arturas,17-03-1996,0,0,2024,Summer,Canoeing,Men's Kayak Four 500m,LTU,,,Lithuania,FALSE,FALSE,FALSE
1888832,TIJAN Ahmed,28-04-1995,187,0,2024,Summer,Volleyball,Men,QAT,,,Qatar,FALSE,FALSE,FALSE
1888834,DIKEN Meliha,17-09-1993,182,0,2024,Summer,Volleyball,Women,TUR,,,Türkiye,FALSE,FALSE,FALSE
1888835,YOUNOUSSE Cherif,22-05-1995,196,0,2024,Summer,Volleyball,Men,QAT,,,Qatar,FALSE,FALSE,FALSE
1888839,MALDONIS Simonas,05-01-1993,0,0,2024,Summer,Canoeing,Men's Kayak Four 500m,LTU,,,Lithuania,FALSE,FALSE,FALSE
1888861,HIEKAL Hana,23-07-2002,0,0,2024,Summer,Swimming,"Team', 'Duet",EGY,,,Egypt,FALSE,FALSE,FALSE
1888879,AYDIN Ilkin,05-01-2000,179,0,2024,Summer,Volleyball,Women,TUR,,,Türkiye,FALSE,FALSE,FALSE
1888881,BAATARKHUYAG Otgonbold,20-12-1996,0,0,2024,Summer,Archery,Men's Individual,MGL,,,Mongolia,FALSE,FALSE,FALSE
1888885,SYLLA Fatoumata,16-12-2001,0,0,2024,Summer,Archery,Women's Individual,GUI,,,Guinea,FALSE,FALSE,FALSE
1888908,CEBECIOGLU Derya,24-10-2000,181,0,2024,Summer,Volleyball,Women,TUR,,,Türkiye,FALSE,FALSE,FALSE
1888912,TOSON Malak,13-08-2002,0,0,2024,Summer,Swimming,"Team', 'Duet",EGY,,,Egypt,FALSE,FALSE,FALSE
1888922,DONMEZ Ecem,29-10-1998,0,0,2024,Summer,Swimming,"Women's 4 x 200m Freestyle Relay"", 'Relay Only Athlete",TUR,,,Türkiye,FALSE,FALSE,FALSE
1888932,DAVIDS Selvyn,26-03-1994,172,75,2024,Summer,Rugby,Men,RSA,South Africa,Bronze,South Africa,TRUE,FALSE,FALSE
1888936,NORTJE Quewin,14-01-2003,182,84,2024,Summer,Rugby,Men,RSA,South Africa,Bronze,South Africa,TRUE,FALSE,FALSE
1888960,AHMED Mariam,30-08-2005,0,0,2024,Summer,Swimming,"Team', 'Duet",EGY,,,Egypt,FALSE,FALSE,FALSE
1888962,VENCKAITIS Mindaugas,17-09-2001,0,0,2024,Summer,Wrestling,Men's Greco-Roman 97kg,LTU,,,Lithuania,FALSE,FALSE,FALSE
1888965,OZDEMIR Ela Naz,23-04-2006,0,0,2024,Summer,Swimming,"Women's 4 x 200m Freestyle Relay"", 'Relay Only Athlete",TUR,,,Türkiye,FALSE,FALSE,FALSE
1888973,TOLBA Youssof,30-01-2001,0,0,2024,Summer,Archery,"Men's Individual"", 'Mixed Team",EGY,,,Egypt,FALSE,FALSE,FALSE
1888976,KNYSTAUTAS Mantas,20-05-1994,0,0,2024,Summer,Wrestling,Men's Greco-Roman 130kg,LTU,,,Lithuania,FALSE,FALSE,FALSE
1888980,BARSOUM Nadine,25-07-2005,0,0,2024,Summer,Swimming,"Team', 'Duet",EGY,,,Egypt,FALSE,FALSE,FALSE
1888982,GUVENC Gizem,09-08-2002,0,0,2024,Summer,Swimming,"Women's 4 x 200m Freestyle Relay"", 'Relay Only Athlete",TUR,,,Türkiye,FALSE,FALSE,FALSE
1888993,AXELSEN Viktor,04-01-1994,194,0,2024,Summer,Badminton,Men's Singles,DEN,,Gold,Denmark,FALSE,TRUE,FALSE
1888994,ANTONSEN Anders,27-04-1997,183,0,2024,Summer,Badminton,Men's Singles,DEN,,,Denmark,FALSE,FALSE,FALSE
1888996,BLICHFELDT Mia,19-08-1997,172,0,2024,Summer,Badminton,Women's Singles,DEN,,,Denmark,FALSE,FALSE,FALSE
1888998,ASTRUP Kim,06-03-1992,185,0,2024,Summer,Badminton,Men's Doubles,DEN,,,Denmark,FALSE,FALSE,FALSE
